,Unnamed: 0,isEmpty,peek,calledMethod,isEmpty_p,calledMethod_p,Matched_LHS,RuleMatched_LHS,Matched,RuleMatched,Violated,RuleViolated
5193,58394,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@ec756bd""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5194,58404,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@ec756bd""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,2,"['13', '22']",0,
5195,58405,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3c72f59f""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5196,58413,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3c72f59f""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop""",0,,5,"['0', '1', '6', '7', '22']",0,
5197,58420,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3c72f59f""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5198,58425,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@60dcc9fe""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5199,58440,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@358ee631""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5200,58444,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@60dcc9fe""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5201,58463,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@16e7dcfd""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5202,58480,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@222114ba""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5203,58519,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@37918c79""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5204,58524,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@78e94dcf""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5205,58541,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@223f3642""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5206,58542,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@38c5cc4c""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5207,58544,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@233fe9b6""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5208,58561,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5bfa9431""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5209,58569,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2fd6b6c7""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5210,58587,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2fd6b6c7""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5211,58590,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2805c96b""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5212,58592,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5db250b4""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,2,"['13', '22']",0,
5213,58602,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2805c96b""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5214,58604,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@184cf7cf""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR""",0,,9,"['4', '6', '7', '8', '9', '10', '11', '14', '19']",0,
5215,58611,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@75f32542""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5216,58613,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@23529fee""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5217,58649,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@43ee72e6""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,2,"['13', '22']",0,
5218,58655,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7692d9cc""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5219,58657,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4fe767f3""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5220,58671,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7f1302d6""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5221,58685,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6b19b79""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5222,58692,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2a32de6c""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5223,58739,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1d082e88""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,2,"['13', '22']",0,
5224,58741,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@60704c""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,2,"['13', '22']",0,
5225,58756,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@60704c""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5226,58790,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@23f7d05d""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5227,58796,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7d3a22a9""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5228,58807,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1e730495""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5229,58823,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@23986957""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5230,58842,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4c15e7fd""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,2,"['13', '22']",0,
5231,58870,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@f8c1ddd""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5232,58872,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2133814f""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5233,58874,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2133814f""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,0,,0,
5234,58899,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@70be0a2b""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5235,58909,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@70be0a2b""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5236,58911,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5a955565""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR""",0,,9,"['4', '6', '7', '8', '9', '10', '11', '14', '19']",0,
5237,58919,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6293abcc""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5238,58932,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7995092a""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5239,58937,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6293abcc""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5240,58942,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6a01e23""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5241,58955,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6a01e23""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5242,58957,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7fc2413d""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,2,"['13', '22']",0,
5243,58965,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@13c10b87""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5244,58966,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5a955565""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5245,58991,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@27c86f2d""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5246,58992,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@197d671""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5247,58997,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@78b729e6""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,2,"['13', '22']",0,
5248,59000,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@197d671""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5249,59007,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6b4a4e18""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5250,59015,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@79ad8b2f""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5251,59019,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@22635ba0""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5252,59033,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1df82230""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,2,"['13', '22']",0,
5253,59050,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@402e37bc""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5254,59070,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@501edcf1""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5255,59075,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@501edcf1""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5256,59088,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@78dd667e""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5257,59089,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@10db82ae""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5258,59113,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2aa3cd93""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5259,59114,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7ea37dbf""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5260,59131,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@290d210d""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5261,59149,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1d76aeea""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5262,59154,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4b44655e""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5263,59162,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7ea37dbf""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5264,59174,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@add0edd""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5265,59210,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1198b989""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5266,59214,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@add0edd""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop""",0,,5,"['0', '1', '6', '7', '22']",0,
5267,59227,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@add0edd""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5268,59234,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7ff95560""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5269,59262,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6e75aa0d""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5270,59265,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6e75aa0d""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5271,59276,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@527e5409""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5272,59283,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4387b79e""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5273,59301,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2cbb3d47""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5274,59302,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@527e5409""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5275,59307,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7fc229ab""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5276,59326,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@79ca92b9""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5277,59327,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1460a8c0""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5278,59343,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4f638935""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5279,59378,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7a52f2a2""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5280,59381,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7a52f2a2""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5281,59388,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@78047b92""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5282,59418,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@8909f18""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5283,59452,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@fdefd3f""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5284,59459,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@d83da2e""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,2,"['13', '22']",0,
5285,59461,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@a4102b8""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,2,"['13', '22']",0,
5286,59505,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@69930714""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5287,59518,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@11dc3715""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5288,59543,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@45dd4eda""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5289,59552,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@45dd4eda""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5290,59578,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3745e5c6""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5291,59585,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1a0dcaa""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5292,59590,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3745e5c6""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5293,59593,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@71c8becc""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5294,59594,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@19d37183""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5295,59607,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5e4c8041""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR""",0,,9,"['4', '6', '7', '8', '9', '10', '11', '14', '19']",0,
5296,59612,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@19d37183""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5297,59619,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3bd40a57""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5298,59628,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@60611244""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5299,59636,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6ab7a896""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5300,59647,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@327b636c""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5301,59654,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6107227e""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5302,59660,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7c417213""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5303,59661,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@15761df8""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5304,59676,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@37e547da""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5305,59723,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5db45159""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5306,59729,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2b6856dd""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,2,"['13', '22']",0,
5307,59753,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@13acb0d1""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5308,59768,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3e3047e6""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5309,59808,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2aa5fe93""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5310,59813,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@b62fe6d""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,2,"['13', '22']",0,
5311,59845,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@b62fe6d""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5312,59858,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3c153a1""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5313,59865,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5ad851c9""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5314,59874,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5c1a8622""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5315,59876,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6156496""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,2,"['13', '22']",0,
5316,59880,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3b2cf7ab""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
