,isEmpty,peek,calledMethod,isEmpty_p,calledMethod_p
37529,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1349883""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
37530,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7f485fda""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
37537,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4a83a74a""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
37543,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@196a42c3""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
37551,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@196a42c3""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
37562,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4c60d6e9""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
37572,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4c60d6e9""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
37584,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@15043a2f""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
37602,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@17f9d882""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
37607,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1c5920df""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
37623,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@79e4c792""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
37631,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@17f9d882""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
37659,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@712625fd""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
37664,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7bba5817""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
37672,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@712625fd""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
37673,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7bba5817""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
37674,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@712625fd""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
37678,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@350aac89""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
37691,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@75437611""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
37693,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@742ff096""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
37709,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5149d738""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
37714,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5149d738""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
37719,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@53045c6c""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
37727,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3a7442c7""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
37735,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6bbe85a8""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
37738,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@53045c6c""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
37740,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4be29ed9""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
37752,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6bbe85a8""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
37755,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@cb0755b""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
37771,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@cb0755b""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
37782,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4b013c76""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
37783,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@53fb3dab""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
37784,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4b013c76""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
37786,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@33065d67""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
37791,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@548d708a""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
37792,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4b013c76""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
37799,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@548d708a""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
37806,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4b013c76""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
37826,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@663c9e7a""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
37828,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@795509d9""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
37833,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@74e28667""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
37835,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1cf6d1be""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
37837,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@19e4653c""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
37848,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1cf6d1be""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
37861,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@19e4653c""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
37893,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@74d1dc36""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
37902,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@75d3a5e0""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
37904,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7161d8d1""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
37925,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2034b64c""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
37955,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1ca3b418""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
37965,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@58cbafc2""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
37986,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@235ecd9f""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
38023,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3b0fe47a""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
38024,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@202b0582""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
38032,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7ef82753""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
38042,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@54422e18""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
38047,"isEmpty == ""false""","peek == ""4""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
38057,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@117159c0""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
38062,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3e27ba32""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
38092,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@543295b0""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
38115,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@563f38c4""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
38121,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@543295b0""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
38152,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5d0bf09b""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
38155,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2af004b""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
38157,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3e8c3cb""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
38171,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@248e319b""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
38176,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2af004b""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
38181,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@793f29ff""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
38184,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5d0bf09b""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
38200,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@27406a17""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
38210,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@76b1e9b8""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
38239,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7674f035""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
38245,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@69e153c5""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
38253,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7674f035""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
38276,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@17f62e33""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
38281,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@74ea2410""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
38290,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@173ed316""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
38297,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@25ce9dc4""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
38308,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@25ce9dc4""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
38310,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@25ce9dc4""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
38317,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@74ea2410""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
38344,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@470734c3""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
38346,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2cf3d63b""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
38348,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2cf3d63b""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
38358,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@8f2ef19""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
38361,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@8f2ef19""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
38386,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2eae8e6e""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
38396,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2eae8e6e""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
38403,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4b741d6d""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
38415,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@78e4deb0""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
38424,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5b1669c0""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
38431,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1530c739""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
38445,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6e9175d8""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
38455,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5b1669c0""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
38490,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7d0b7e3c""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
38498,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@15bb5034""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
38526,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@449a4f23""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
38532,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2e8c1c9b""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
38533,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@53fe15ff""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
38546,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@76a4ebf2""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
38560,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6e6f2380""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
38567,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6e6f2380""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
38577,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6892b3b6""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
38600,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@11392934""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
38625,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6d4d66d2""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
38632,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@54c5a2ff""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
38634,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2a265ea9""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
38670,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7526515b""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
38678,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1ed4ae0f""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
38701,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@644baf4a""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
38719,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@f78a47e""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
38737,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@46cdf8bd""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
38762,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@740cae06""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
38770,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@f0c8a99""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
38772,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@740cae06""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
38782,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@26d9b808""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
38818,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2a7f1f10""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
38831,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2a7f1f10""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
38838,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@298a5e20""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
38844,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2e385cce""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
38851,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3e27aa33""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
38872,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@750e2b97""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
38881,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2ddc9a9f""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
38895,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3646a422""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
38897,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@750e2b97""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
38921,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2892d68""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
38935,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5ab956d7""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
38965,"isEmpty == ""false""","peek == ""java.lang.Object@d86a6f""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
38971,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4145bad8""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
38973,"isEmpty == ""false""","peek == ""java.lang.Object@d86a6f""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
38987,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@63376bed""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
38988,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4145bad8""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
38995,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1a942c18""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
38998,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@71ba6d4e""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
39014,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@55a147cc""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
39036,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3c77d488""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
39057,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@738dc9b""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
39077,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1a6d8329""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
39099,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@368247b9""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
39109,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@60099951""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
39122,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@20140db9""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
39133,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@60099951""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
39135,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1c7696c6""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
39140,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6c1a5b54""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
39143,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6c1a5b54""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
39145,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1e6a3214""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
39158,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6574a52c""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
39179,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1ffaf86""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
39185,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6574a52c""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
39187,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6574a52c""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
39203,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@45099dd3""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
39204,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@13e344d""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
39214,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2794eab6""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
39219,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2794eab6""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
39221,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6340e5f0""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
39233,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@41a0aa7d""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
39234,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6340e5f0""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
39235,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@41a0aa7d""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
39252,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@791f145a""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
39255,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4b45a2f5""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
39257,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@e350b40""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
39262,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@e350b40""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
