,isEmpty,peek,calledMethod,isEmpty_p,calledMethod_p
54009,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3571b748""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
54019,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3571b748""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
54038,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@484970b0""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
54040,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7c83dc97""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
54042,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7748410a""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
54048,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3e96bacf""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
54065,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7748410a""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
54076,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4470f8a6""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
54086,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@32910148""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
54109,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7c1e2a9e""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
54111,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@672872e1""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
54118,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@fa36558""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
54119,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3f56875e""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
54120,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@fa36558""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
54122,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6236eb5f""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
54142,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@394a2528""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
54163,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@394a2528""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
54170,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@68567e20""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
54178,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2118cddf""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
54182,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@17a7f733""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
54198,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@76ed1b7c""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
54208,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@11fc564b""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
54237,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@57250572""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
54249,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5609159b""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
54259,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5609159b""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
54266,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@21b2e768""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
54284,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6a03bcb1""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
54286,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@610f7aa""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
54296,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6a03bcb1""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
54301,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3098cf3b""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
54318,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@175b9425""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
54325,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@623a8092""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
54327,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@548e6d58""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
54351,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6a2b953e""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
54366,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2f465398""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
54372,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@a1cdc6d""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
54380,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@313b2ea6""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
54388,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2f465398""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
54394,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2638011""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
54410,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@683dbc2c""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
54412,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@68267da0""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
54435,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6ff29830""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
54448,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2898ac89""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
54459,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6e509ffa""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
54469,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7a675056""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
54471,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@d21a74c""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
54488,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7a675056""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
54506,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@15ca7889""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
54532,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3c0be339""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
54539,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@15ca7889""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
54563,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1ebd319f""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
54572,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@117e949d""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
54585,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5f8edcc5""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
54606,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6db9f5a4""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
54608,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7b02881e""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
54647,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@762ef0ea""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
54649,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@31f9b85e""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
54656,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@424e1977""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
54663,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@10d68fcd""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
54676,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2d2ffcb7""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
54698,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@68e5eea7""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
54704,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@38e79ae3""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
54721,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@63070bab""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
54728,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6f45df59""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
54743,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@38e79ae3""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
54744,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@291b4bf5""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
54767,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4e3958e7""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
54774,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5c90e579""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
54776,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6ab778a""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
54780,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@77f80c04""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
54797,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1dac5ef""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
54804,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@58ea606c""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
54829,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4c309d4d""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
54834,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@37271612""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
54836,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@ed7f8b4""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
54847,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@37271612""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
54868,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3af9c5b7""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
54882,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@37883b97""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
54889,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@38102d01""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
54907,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@e4487af""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
54915,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@e4487af""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
54936,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@687e99d8""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
54950,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6aaceffd""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
54959,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@10aa41f2""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
54966,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@c86b9e3""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
54970,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1757cd72""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
54975,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@49e5f737""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
54987,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@49e5f737""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
55000,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5c671d7f""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
55009,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5c671d7f""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
55015,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@757277dc""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
55023,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@757277dc""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
55029,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@445b295b""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
55047,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@561b6512""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
55054,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2e377400""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
55058,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1e178745""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
55072,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@192c3f1e""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
55074,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7494f96a""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
55091,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@26b3fd41""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
55120,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@8c3b9d""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
55122,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@f79e""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
55124,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5b94b04d""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
55133,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1f59a598""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
55135,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7ee8290b""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
55148,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4c39bec8""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
55150,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1f59a598""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
55166,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@399c4be1""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
55173,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@385e9564""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
55175,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@f79e""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
55180,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@291caca8""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
55191,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6a2f6f80""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
55208,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@45b4c3a9""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
55222,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6a2f6f80""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
55241,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1190200a""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
55287,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@707194ba""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
55299,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@75db5df9""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
55303,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@707194ba""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
55321,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@33c911a1""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
55330,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@394df057""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
55342,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4961f6af""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
55350,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5aebe890""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
55365,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5aebe890""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
55377,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@71e9ddb4""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
55379,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@65d09a04""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
55396,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@58a9760d""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
55423,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@58a9760d""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
55468,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7530ad9c""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
55484,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4e50c791""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
55495,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@79d8407f""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
55506,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1e66f1f5""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
55529,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4e50c791""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
55534,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5fbe4146""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
55536,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1e66f1f5""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
55542,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3c3d9b6b""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
55552,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3c3d9b6b""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
55554,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@158a8276""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
55571,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@13b6aecc""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
55588,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7d8704ef""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
55604,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@13b6aecc""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
55613,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@17f7cd29""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
55628,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6913c1fb""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
55633,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@66d18979""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
55642,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@305b7c14""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
55658,"isEmpty == ""false""","peek == ""java.lang.Object@609cd4d8""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
55673,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@bccb269""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
55678,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4988d8b8""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
55685,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@c0c2f8d""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
55722,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@63475ace""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
55725,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@c0c2f8d""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
55727,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@c0c2f8d""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
55771,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4009e306""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
55772,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2de23121""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
55783,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@587e5365""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
55785,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2de23121""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
55792,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@22fcf7ab""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
55797,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@43c1b556""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
55807,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7dc0f706""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
55812,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3d34d211""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
55830,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@ae13544""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
55853,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6f4a47c7""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
55863,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@69453e37""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
